上市櫃,Ticker,Company names,Cleaned company names
上櫃,6997,博弘,博弘
上櫃,7402,邑錡,邑錡
上櫃,7547,碩網,碩網
上櫃,7556,意德士,意德士
上櫃,7584,樂意,樂意
上櫃,7642,昶瑞機電,昶瑞機電
上櫃,7703,銳澤,銳澤
上櫃,7704,明遠精密,明遠精密
上櫃,7708,全家餐飲,全家餐飲
上櫃,7709,榮田,榮田
上櫃,7712,博盛半導體,博盛半導體
上櫃,7713,威力德生醫,威力德生醫
上櫃,7714,創泓科技,創泓科技
上櫃,7715,裕山,裕山
上櫃,7718,友鋮,友鋮
上櫃,7723,築間,築間
上櫃,7728,光焱科技,光焱科技
上櫃,7734,印能科技,印能科技
上櫃,7743,金利食安,金利食安
上櫃,7747,昕奇雲端,昕奇雲端
上櫃,7753,星亞,星亞
上櫃,8024,佑華,佑華
上櫃,8027,鈦昇,鈦昇
上櫃,8032,光菱,光菱
上櫃,8034,榮群,榮群
上櫃,8038,長園科,長園科
上櫃,8040,九暘,九暘
上櫃,8042,金山電,金山電
上櫃,8043,蜜望實,蜜望實
上櫃,8044,網家,網家
上櫃,8047,星雲,星雲
上櫃,8048,德勝,德勝
上櫃,8049,晶采,晶采
上櫃,8050,廣積,廣積
上櫃,8054,安國,安國
上櫃,8059,凱碩,凱碩
上櫃,8064,東捷,東捷
上櫃,8066,來思達,來思達
上櫃,8067,志旭,志旭
上櫃,8068,全達,全達
上櫃,8069,元太,元太
上櫃,8071,能率網通,能率網通
上櫃,8074,鉅橡,鉅橡
上櫃,8076,伍豐,伍豐
上櫃,8077,洛碁,洛碁
上櫃,8080,泰霖,泰霖
上櫃,8083,瑞穎,瑞穎
上櫃,8084,巨虹,巨虹
上櫃,8085,福華,福華
上櫃,8086,宏捷科,宏捷科
上櫃,8087,麗升能源,麗升能源
上櫃,8088,品安,品安
上櫃,8089,康全電訊,康全電訊
上櫃,8091,翔名,翔名
上櫃,8092,建暐,建暐
上櫃,8093,保銳,保銳
上櫃,8096,擎亞,擎亞
上櫃,8097,常珵,常珵
上櫃,8099,大世科,大世科
上櫃,8107,大億金茂,大億金茂
上櫃,8109,博大,博大
上櫃,8111,立碁,立碁
上櫃,8121,越峰,越峰
上櫃,8147,正淩,正淩
上櫃,8155,博智,博智
上櫃,8171,天宇,天宇
上櫃,8176,智捷,智捷
上櫃,8182,加高,加高
上櫃,8183,精星,精星
上櫃,8227,巨有科技,巨有科技
上櫃,8234,新漢,新漢
上櫃,8240,華宏,華宏
上櫃,8255,朋程,朋程
上櫃,8272,全景軟體,全景軟體
上櫃,8277,商丞,商丞
上櫃,8279,生展,生展
上櫃,8284,三竹,三竹
上櫃,8289,泰藝,泰藝
上櫃,8299,群聯,群聯
上櫃,8342,益張,益張
上櫃,8349,恒耀,恒耀
上櫃,8354,冠好,冠好
上櫃,8358,金居,金居
上櫃,8383,千附,千附
上櫃,8390,金益鼎,金益鼎
上櫃,8401,白紗科,白紗科
上櫃,8403,盛弘,盛弘
上櫃,8409,商之器,商之器
上櫃,8410,森田,森田
上櫃,8415,大國鋼,大國鋼
上櫃,8416,實威,實威
上櫃,8421,旭源,旭源
上櫃,8423,保綠-KY ,保綠
上櫃,8424,惠普,惠普
上櫃,8426,紅木-KY ,紅木
上櫃,8431,匯鑽科,匯鑽科
上櫃,8432,東生華,東生華
上櫃,8433,弘帆,弘帆
上櫃,8435,鉅邁,鉅邁
上櫃,8436,大江,大江
上櫃,8437,大地-KY ,大地
上櫃,8440,綠電,綠電
上櫃,8444,綠河-KY ,綠河
上櫃,8446,華研,華研
上櫃,8450,霹靂,霹靂
上櫃,8455,大拓-KY ,大拓
上櫃,8472,夠麻吉,夠麻吉
上櫃,8477,創業家,創業家
上櫃,8489,三貝德,三貝德
上櫃,8905,裕國,裕國
上櫃,8906,花王,花王
上櫃,8908,欣雄,欣雄
上櫃,8916,光隆,光隆
上櫃,8917,欣泰,欣泰
上櫃,8921,沈氏,沈氏
上櫃,8923,時報,時報
上櫃,8924,大田,大田
上櫃,8927,北基,北基
上櫃,8928,鉅明,鉅明
上櫃,8929,富堡,富堡
上櫃,8930,青鋼,青鋼
上櫃,8931,大汽電,大汽電
上櫃,8932,智通* ,智通
上櫃,8933,愛地雅,愛地雅
上櫃,8935,邦泰,邦泰
上櫃,8936,國統,國統
上櫃,8937,合騏,合騏
上櫃,8938,明安,明安
上櫃,8941,關中,關中
上櫃,8942,森鉅,森鉅
上櫃,9949,琉園,琉園
上櫃,9950,萬國通,萬國通
上櫃,9951,皇田,皇田
上櫃,9960,邁達康,邁達康
上櫃,9962,有益,有益
